Area,Bedrooms,Bathrooms,Parking,Age,LocationScore,MetroDistance,SchoolDistance,HospitalDistance,CrimeRate,PopulationDensity,City,Locality,PropertyType,Furnishing,Price
2111,4,2.0,0,22,9.652213996618128,0.1,6.275498489103495,3.469111513931586,1.4697470008012974,1011,Chicago,Uptown,Penthouse,Unfurnished,1364600.0
2080,4,1.0,2,54,3.3938675270753436,0.39076093590215016,4.309030145005285,3.1578220650713984,0.2555102869470296,5493,Los Angeles,Downtown,Penthouse,Semi-Furnished,1180100.0
2258,5,2.0,1,31,6.306724790483541,3.09267725981572,7.5025366886017215,3.41679468487396,0.6517872412040177,5431,Miami,Suburbs,Apartment,Fully Furnished,502500.0
1984,3,1.0,0,27,5.165396879669853,0.4627972752451882,7.9791080722388,11.848028406390355,0.10286989312350112,1677,Miami,Waterfront,Townhouse,Fully Furnished,1121400.0
1641,3,1.5,1,7,5.324677605956846,0.5664196847464289,5.375179607849899,4.3564154977853535,1.8867626123378518,3840,Chicago,Uptown,Townhouse,Unfurnished,420200.0
1662,2,1.0,1,2,7.146401328288867,5.1762317905277335,3.4156061164770684,8.624137551913924,6.572518210464681,3930,Chicago,Eastside,Penthouse,Fully Furnished,629600.0
2073,4,2.0,1,52,7.296709416739819,4.861732519239,3.9056700867734166,11.528703662830651,2.0200691586256183,6146,Chicago,Downtown,Townhouse,Unfurnished,758800.0
1665,2,1.0,1,28,3.234308918864775,6.475220947656389,1.79288033568176,9.925355687839131,2.788312790679102,3672,Houston,Downtown,Townhouse,Unfurnished,272300.0
1529,3,1.5,1,58,5.996693224975138,0.39113647928959044,0.974027727133552,7.372443805002506,0.9703782777349153,3628,New York,Suburbs,Apartment,Fully Furnished,535400.0
2185,3,1.0,1,23,8.323819593134855,0.7728956801349313,4.714354467756654,2.443103533724919,0.15069890578905573,4729,New York,Eastside,Single-Family,Fully Furnished,1177500.0
1896,4,2.0,1,37,5.546291868417836,6.263356870057189,6.482861764139486,2.5117898138009838,1.9452648179735519,1743,New York,Eastside,Single-Family,Semi-Furnished,588300.0
3303,6,2.5,2,27,3.326435766612641,4.469001446495728,2.241778838287863,6.162865484036408,0.44462052363478344,8301,Los Angeles,Uptown,Condo,Unfurnished,773100.0
500,1,1.0,2,61,4.5057355452535255,5.738848500943236,3.473291919913729,11.447361702553795,0.7372551414579939,6368,Los Angeles,Suburbs,Single-Family,Semi-Furnished,234600.0
2973,6,2.0,1,50,3.6990365128405616,16.030194957683086,4.52723456186045,10.90167750113253,1.821536056476048,3096,New York,Westside,Single-Family,Semi-Furnished,679400.0
3096,6,2.5,3,6,3.0065397433186964,6.993976550358684,7.2816029957664465,2.411208637725796,3.5274192156459536,2264,Chicago,Downtown,Apartment,Fully Furnished,567000.0
500,1,1.0,0,22,5.02064901948283,2.5722716146112847,1.281323575764037,3.80877706491067,0.9990249931155826,2419,Houston,Waterfront,Apartment,Fully Furnished,282400.0
1825,3,1.0,0,45,6.327489945584601,1.3026216450890449,2.047688716091369,7.271330128893715,4.889764443931121,5673,New York,Downtown,Single-Family,Fully Furnished,1037100.0
1802,5,1.5,1,77,2.582012202213054,2.951263800636705,7.364537523929121,5.9904506609090955,1.1006523188305455,2479,Chicago,Suburbs,Condo,Semi-Furnished,217300.0
973,1,1.0,1,27,6.830586977825467,3.5620644002457134,0.508377626606596,1.872672307829892,0.19603534619026225,4001,Miami,Waterfront,Single-Family,Fully Furnished,894500.0
1477,3,1.0,1,23,9.94419552135686,1.4295320685620985,5.317701945666897,4.747032650480674,1.0960671865170286,1118,Houston,Waterfront,Single-Family,Fully Furnished,1203100.0
1211,2,1.0,1,6,9.71299945616067,5.158154287078541,5.188301889100022,11.47921522803591,2.955909827636673,5582,Los Angeles,Downtown,Penthouse,Unfurnished,1158200.0
3501,6,2.5,0,78,8.63338785599327,0.3406949465033039,3.189384582333999,11.44158558456178,1.1584321251265965,5657,Miami,Waterfront,Condo,Fully Furnished,1849200.0
2848,5,1.5,0,48,4.130728902419224,5.289801174606965,3.8516844962555212,6.933397631805803,2.066033730925544,4130,Miami,Uptown,Single-Family,Unfurnished,682100.0
3117,5,2.0,2,2,2.1792607718349384,0.11382581496820664,6.868360021548378,7.8055050037881175,1.1909689867070874,4887,Miami,Downtown,Apartment,Semi-Furnished,903500.0
2677,4,1.0,2,1,8.668333623062807,2.411806437079244,1.486860094104877,3.051922229878012,1.1846673977931712,6091,Chicago,Suburbs,Single-Family,Unfurnished,862300.0
1196,2,1.0,1,6,2.445761855829706,6.917492088968751,2.0062263305756316,9.03245635383726,0.5027075826128445,4833,New York,Westside,Townhouse,Fully Furnished,558100.0
1680,2,1.0,1,79,3.645024651766163,0.31663355392339276,4.196333209231145,1.1037061520511355,0.33708059937137924,6061,Miami,Suburbs,Penthouse,Unfurnished,506100.0
2491,4,2.0,1,20,6.355625723574275,2.55244390109427,3.3960142994002354,3.0378451638852058,0.49050528137492,2164,New York,Uptown,Penthouse,Fully Furnished,1820200.0
1122,2,1.0,1,8,3.4270243131491487,0.6077021020870164,4.680105480852432,0.567662408147596,0.8719737742815726,5257,Miami,Westside,Penthouse,Semi-Furnished,598600.0
2670,4,1.0,1,11,8.670306650389136,7.882145968532948,7.382545651531607,4.935564475639591,2.4878643276120376,4886,Chicago,Westside,Condo,Unfurnished,827000.0
1907,4,1.0,1,23,8.217277570078632,6.250475441146514,7.353395738355125,10.278003785074056,2.649059579640975,6903,New York,Eastside,Penthouse,Fully Furnished,1292200.0
1800,3,1.0,1,32,8.046156045897998,9.508966015241036,1.9941430497769355,11.798824486764651,0.2675740553378859,4560,Los Angeles,Suburbs,Single-Family,Fully Furnished,824600.0
2668,4,2.0,0,77,8.529020927180612,7.277550993642772,2.5567279802209555,8.179193716876409,1.2073082402943527,4305,Houston,Downtown,Condo,Unfurnished,589700.0
2455,4,1.5,3,42,3.7576142421168965,4.6686648608284775,1.4641357141168332,9.065966882403973,0.8068526521627095,3385,Miami,Downtown,Townhouse,Unfurnished,614400.0
1811,3,1.0,2,4,7.831139009197995,0.7155092652728077,7.436764897418626,3.5216201494718105,1.2692228213839543,7482,Miami,Westside,Apartment,Semi-Furnished,695700.0
3027,4,2.0,1,78,4.842252020734118,1.2608978037480578,3.303340215545923,6.483825975121371,1.564582128145352,300,Chicago,Suburbs,Penthouse,Fully Furnished,841100.0
1235,2,1.0,1,70,7.334758076547196,2.404070181392545,3.707700130092682,8.970645836491695,0.4919479696865513,5522,Houston,Suburbs,Single-Family,Fully Furnished,310100.0
2592,4,1.5,2,13,2.976173829049398,3.1111883465228565,6.460598090064185,6.2186719986179595,3.7744544700729437,4459,New York,Downtown,Condo,Unfurnished,798200.0
2574,5,2.0,0,35,7.644692640516119,5.334356416052663,4.201193087920277,1.518283509311528,4.110429869452531,4132,Miami,Eastside,Single-Family,Unfurnished,699200.0
1852,4,1.0,1,34,9.776861823206236,0.9009840151065853,1.1340927613277945,9.019938221389555,0.16699702943867717,3841,Los Angeles,Uptown,Penthouse,Semi-Furnished,1949400.0
2360,4,2.0,1,49,2.34880292254973,0.48049406382441073,3.6152199336530337,3.0249905065596474,1.8211280521441342,4388,Los Angeles,Downtown,Apartment,Unfurnished,506900.0
1099,2,1.5,1,78,2.750631209336678,2.306355332900238,5.118087537573328,1.6235232157830417,0.05069519009876211,5457,Chicago,Downtown,Condo,Unfurnished,261900.0
2839,5,2.0,2,10,2.989094138704111,0.6012542702010933,5.809830884504884,5.997666411491893,0.0715241480468094,2909,Miami,Uptown,Single-Family,Semi-Furnished,1086300.0
1952,4,1.0,1,23,5.44451123953041,4.1415864826619115,5.233744451706573,1.358004394695551,4.747999532992343,4770,Chicago,Downtown,Condo,Unfurnished,530900.0
1681,3,1.0,0,74,4.3262414794644295,3.0000308107552582,1.1296096100124335,7.738602170289019,1.7804431398830007,5201,Houston,Westside,Penthouse,Fully Furnished,492400.0
2939,5,2.0,0,43,8.45536122832555,4.729702280190779,2.573887296262183,7.86544237860232,0.5885456275191365,2592,Los Angeles,Westside,Penthouse,Fully Furnished,2070200.0
1536,3,1.0,0,50,5.790297913607692,0.229383061015742,5.92180423071308,3.4520726910296062,1.6624379841224362,5507,Los Angeles,Westside,Townhouse,Semi-Furnished,534400.0
973,2,1.5,1,16,5.876298741508419,11.703311228705132,7.0654835158213825,11.592145850787325,2.8045982252025623,5217,Chicago,Eastside,Townhouse,Semi-Furnished,260900.0
854,2,1.0,2,69,7.73630481060283,0.1,0.568054037485626,9.981193247584635,3.0707923643137276,2902,Houston,Westside,Penthouse,Semi-Furnished,459900.0
2584,3,1.0,1,7,4.895751860285966,1.3779438142652078,0.5293870429458218,1.7602500158468661,0.031099852172524915,2123,New York,Eastside,Condo,Unfurnished,905200.0
1075,3,1.0,1,78,4.825657979363708,3.9840278212427935,5.218555328844686,9.107889464399593,2.557503247903047,2875,Houston,Westside,Single-Family,Unfurnished,285700.0
3503,6,2.0,1,73,8.055411101019843,0.16167451303688443,4.474760002473592,4.560358907513096,2.8780539868971373,4770,Chicago,Suburbs,Single-Family,Fully Furnished,785200.0
500,1,1.0,1,27,8.240333966694118,0.3046018579243882,1.4116445940381692,9.128317998963027,1.3579156758697684,4348,Chicago,Suburbs,Condo,Semi-Furnished,214500.0
3457,6,2.0,1,78,2.115190180262556,0.2792333795821095,4.4766743372362905,9.709140112055001,0.980612352377414,7287,Houston,Uptown,Apartment,Semi-Furnished,394700.0
2268,4,2.0,1,11,3.150323806725864,3.0488557091609496,7.801001279306637,2.2408476446953087,0.17648523820283124,3765,Chicago,Eastside,Condo,Semi-Furnished,403300.0
2022,3,2.0,1,42,3.7047854491878383,7.919262795288023,5.121021719093675,8.11118282563588,0.4108933035674018,2721,Los Angeles,Waterfront,Penthouse,Fully Furnished,1248600.0
1664,3,1.0,1,36,4.8128037500630105,2.837322080788119,3.703301017187805,10.421394545627049,1.01144433147918,5814,Chicago,Westside,Penthouse,Semi-Furnished,766500.0
2419,4,1.0,1,62,4.331584667455624,3.238407232932406,6.6547534059286875,4.218796676582744,3.0046066921003827,2539,New York,Waterfront,Townhouse,Fully Furnished,1235300.0
2069,4,1.5,3,62,7.348160387106212,1.4862765830884443,1.860015388086782,1.4237754980810902,2.4378506956971,2918,Los Angeles,Waterfront,Single-Family,Semi-Furnished,1870600.0
2982,5,1.5,1,9,8.625081870423665,0.1,3.431746160449923,0.8135760193007857,1.0275589504071327,2944,Miami,Westside,Townhouse,Fully Furnished,1430700.0
2191,4,1.5,1,77,3.5366958588481934,0.1,4.31658955612461,1.7650110445623786,2.3100568455755655,300,Los Angeles,Downtown,Single-Family,Fully Furnished,975200.0
2220,4,2.0,1,79,6.503840484815587,7.672097308124243,4.135411157995892,0.5483680947546598,2.176943083901304,5633,Los Angeles,Uptown,Condo,Unfurnished,604200.0
1809,3,1.5,0,36,4.942530008648288,0.37878005739843285,7.383585259846988,4.2598783375175255,1.2977383650274268,6379,Los Angeles,Eastside,Apartment,Fully Furnished,455500.0
2054,3,1.0,1,10,6.046223000368495,25.0,2.4828112365240713,3.9422787615681534,0.3733180415405465,6333,Houston,Waterfront,Single-Family,Semi-Furnished,627600.0
2346,4,1.5,1,18,6.966062734267151,0.6287130845646827,0.6407290216910331,1.7689245784053087,0.6415747460680616,8270,Miami,Downtown,Apartment,Semi-Furnished,949000.0
731,2,1.0,0,51,9.148798549456089,3.9298207932273628,7.3477421952071875,7.9878555981821755,0.26880582304102446,7514,New York,Downtown,Apartment,Fully Furnished,623700.0
1021,2,1.0,1,17,3.5383413426182457,10.412699264418695,1.8931277256790726,11.906923115155514,0.010764290728475533,3832,Los Angeles,Westside,Apartment,Fully Furnished,293600.0
2694,4,1.5,0,31,2.6960526964484828,1.5745467909227864,3.1564181970183176,10.860653770712767,0.1259293396711287,6718,Houston,Uptown,Condo,Unfurnished,383300.0
2236,4,2.0,1,22,7.01769535236282,4.640610893881256,4.340954671241001,3.4077818962861315,2.138336571386463,4304,Chicago,Westside,Apartment,Fully Furnished,633500.0
1952,3,1.0,0,11,5.153046790181012,1.5123559440211767,7.811867670276065,9.35478877917279,0.051089476760412124,3648,Miami,Uptown,Apartment,Unfurnished,520200.0
2114,3,1.0,0,57,3.3032215463439085,1.273155193094254,4.375093844703065,11.27392752777772,0.7658700779171406,2988,New York,Westside,Penthouse,Semi-Furnished,996100.0
2378,4,1.0,2,76,2.9366973388387576,0.7889042038780671,3.6923977910781365,10.923188726023808,6.379693768811498,3964,Miami,Uptown,Penthouse,Unfurnished,539500.0
1668,3,1.0,2,20,6.4712782949922385,6.020020617225359,4.752380140237644,10.672319495079817,2.378869346051874,5157,New York,Suburbs,Single-Family,Fully Furnished,731700.0
1477,3,1.0,1,20,4.403764756225565,1.041531109459577,7.772303647353675,9.544180890042325,2.083151756699085,7662,New York,Downtown,Penthouse,Semi-Furnished,1031800.0
2256,4,1.0,1,28,9.979411036687823,1.165150183900114,6.579967870300235,3.869401975277046,0.4817730081595063,5957,Chicago,Eastside,Single-Family,Fully Furnished,882000.0
1317,2,1.0,1,78,5.247206554645712,24.072811754632998,1.5179514632329922,1.4609752614241107,1.5397034830603396,2957,New York,Downtown,Apartment,Fully Furnished,404300.0
2426,5,1.5,1,46,3.6982928701214615,1.387649643968861,6.465428116252831,6.109922557728485,1.035861283368806,2411,Chicago,Downtown,Penthouse,Semi-Furnished,879400.0
737,1,1.0,1,11,7.030792360938222,1.9233278922075996,6.76057266647033,1.130098045097874,1.466548840261131,5637,Los Angeles,Uptown,Townhouse,Unfurnished,514800.0
2923,5,1.5,1,57,3.9540391175240552,16.137559894357,5.587414010876037,11.982447372152832,0.8585625757004783,6304,Miami,Downtown,Condo,Unfurnished,462400.0
2478,4,1.0,2,40,5.952688345849289,1.6132392954502468,5.326420981504661,4.620561355244492,1.1356105624755575,6954,New York,Suburbs,Penthouse,Unfurnished,928900.0
2304,4,2.0,0,18,5.860609469768059,1.595811393185853,3.6388406066128733,11.520909061472283,6.6846403088923125,3962,Chicago,Suburbs,Condo,Unfurnished,301800.0
2886,6,2.0,0,11,5.628461037725898,6.155107344493359,5.205224019531739,9.39089140686053,0.5991787539216298,5439,Los Angeles,Waterfront,Penthouse,Unfurnished,3017800.0
3432,5,1.5,2,22,8.3686855701566,1.3085283315179834,5.95308478278761,5.229845967444198,0.36588591398763093,6211,Miami,Downtown,Penthouse,Unfurnished,2803800.0
2911,5,1.5,1,4,3.732904011729471,0.9320286855477335,1.1579979349795324,1.8605812462344558,0.892655045814704,1797,Los Angeles,Westside,Townhouse,Semi-Furnished,956600.0
627,2,1.0,1,25,9.23445844056376,1.9259711540986844,2.2071736894307983,3.2277205389642343,1.1145164897439803,5055,Houston,Westside,Apartment,Fully Furnished,284900.0
1076,2,1.0,1,62,8.330724025708275,4.221388817633399,1.7138386559370933,8.24001262571813,0.13427805404761423,6308,Miami,Westside,Single-Family,Semi-Furnished,559400.0
1600,3,1.0,1,51,4.66497891394659,0.15472052531426841,6.761452327866912,10.044254838855686,2.459629372113741,5520,Chicago,Eastside,Penthouse,Fully Furnished,478500.0
2120,3,1.0,1,9,3.444820050241108,1.6389477126920542,5.504020213947788,11.763565656060154,0.8224091140084329,4338,New York,Suburbs,Penthouse,Semi-Furnished,971900.0
2514,3,2.0,1,38,4.23628019605393,1.4875786291191393,3.7160726086863773,2.019865116157602,0.7995731935963883,9719,Chicago,Waterfront,Condo,Fully Furnished,851800.0
1519,3,1.0,1,22,4.661089975272627,0.9827893565687051,6.643234853810052,2.2933944719267645,1.6131048724059636,8361,Chicago,Eastside,Apartment,Fully Furnished,338100.0
2249,4,1.5,1,10,6.4554653504563735,3.717515548355427,5.7908944519415835,0.9880539819366831,2.2258232993316365,4518,Chicago,Waterfront,Penthouse,Semi-Furnished,2051400.0
1495,3,1.0,1,71,2.370945350509201,1.198667182286109,7.326026036053316,3.49419204327517,6.396660870626857,4120,Miami,Suburbs,Penthouse,Unfurnished,261300.0
1610,3,1.0,2,47,9.314873038816426,3.2664199551554973,0.7990945695637428,9.942275546330073,0.2858687934527347,5900,Miami,Waterfront,Single-Family,Fully Furnished,1740500.0
974,1,1.0,1,15,2.789398853288888,2.456505445788681,4.171427576021634,2.779953852405438,0.6359531626539834,4384,Houston,Westside,Apartment,Semi-Furnished,210300.0
1361,2,1.0,1,45,4.234187152800279,0.8570278635568623,5.712633647894791,6.800444623793293,0.2763481548147316,7043,Los Angeles,Westside,Apartment,Fully Furnished,385500.0
1018,1,1.0,1,46,2.8742995036237327,1.0850620997010387,1.8184468570777967,5.633682777069229,3.1911214157162062,1965,Chicago,Suburbs,Penthouse,Unfurnished,215300.0
1319,3,1.0,1,47,4.053382612205281,0.6546847840438329,2.7515846093766396,4.247001786911564,1.1927473964395028,4018,Houston,Westside,Apartment,Fully Furnished,240300.0
2942,4,1.0,1,79,8.701390548870467,0.20403556680369514,3.468014760294648,7.610983754726337,2.8702815822591328,5870,Houston,Uptown,Apartment,Unfurnished,658600.0
1340,2,1.0,2,68,6.921406491065938,3.3790773801948144,6.3957398225105955,6.276746577297249,6.322257621780242,6507,Miami,Westside,Single-Family,Fully Furnished,460200.0
4205,6,2.0,1,24,3.8185858007158453,3.91002192279642,4.049894368246122,4.349776495072694,1.1984506387010272,1538,Los Angeles,Downtown,Townhouse,Unfurnished,1510600.0
2494,5,2.0,2,76,8.9740682383947,0.6353265413597374,4.044386256212756,8.421785178880057,0.18860305258985685,2591,Houston,Suburbs,Single-Family,Fully Furnished,783000.0
2247,4,1.5,2,36,8.405696473747877,3.344360758953387,3.5609234247067336,3.7196341969432085,0.6724048214037652,1147,New York,Suburbs,Townhouse,Unfurnished,829500.0
1413,2,1.0,3,62,8.029194258572645,14.077358464982725,1.9829948965112598,7.896608407636531,0.055290555172918254,2753,Houston,Waterfront,Single-Family,Fully Furnished,795600.0
2660,5,1.5,1,28,8.781061587085702,0.27060378252170014,7.3999579777795645,11.508327485927836,2.838705685431526,1945,Miami,Waterfront,Penthouse,Semi-Furnished,3222100.0
1639,3,1.5,3,57,6.957197452146521,2.359252065732861,2.6788487411220685,8.88294776058744,0.027073269762254312,5578,Chicago,Waterfront,Single-Family,Fully Furnished,1196600.0
2197,4,1.5,0,30,6.0114988816898585,4.622274135802682,4.6262321540052245,5.311594935817772,1.3454124218689807,4958,Miami,Downtown,Apartment,Unfurnished,579800.0
4148,6,2.0,0,67,4.991480209371115,0.1648543711894768,1.3604819370739907,9.096932193829037,0.16829790645807235,4192,Miami,Westside,Apartment,Unfurnished,846600.0
2023,3,2.0,1,40,3.790112163261587,5.272087140370374,3.587098458372568,9.806280893201727,0.011379819902747213,4552,Los Angeles,Suburbs,Condo,Fully Furnished,436400.0
3019,5,2.5,3,49,6.459293261175159,13.607575428999548,7.249667426119898,4.247165370476717,0.4438747079044553,6888,New York,Westside,Penthouse,Fully Furnished,1983500.0
1537,3,1.5,1,43,9.115938765712706,0.32427629542835806,7.964628860382619,8.609020480070319,1.2039482620881143,2415,New York,Waterfront,Apartment,Fully Furnished,1461400.0
2072,4,1.0,1,8,6.7518543119386,6.045424585445872,3.0216644825210435,5.49555625484427,0.11708487931119008,639,Los Angeles,Suburbs,Penthouse,Unfurnished,928500.0
3516,6,3.0,1,58,9.356854893765094,1.6651270391434922,1.401126261251817,9.91300854049149,1.4313311610752761,5921,Los Angeles,Waterfront,Single-Family,Semi-Furnished,2994500.0
1598,3,1.5,1,26,4.8553389567453085,0.5446723189682324,2.652721908497082,3.896842344516649,1.6720769322520785,3718,Houston,Eastside,Apartment,Semi-Furnished,246500.0
3549,5,2.5,1,58,7.561103780219981,2.378689009371956,2.752485793418752,11.284236205280974,5.244817298859299,2463,New York,Downtown,Penthouse,Semi-Furnished,2553600.0
2666,5,2.5,2,2,7.189323779701129,0.2597177692911113,5.227168595402078,7.110049778535695,3.446949867976433,5608,Miami,Suburbs,Single-Family,Unfurnished,907200.0
1650,3,2.0,3,6,7.363470752501935,2.5842485199133955,4.07002245105757,4.562988110260725,1.2548028378543,564,Houston,Waterfront,Townhouse,Unfurnished,975700.0
2605,5,2.0,2,15,7.160336097926341,0.1,6.193985880471918,5.3227695901859535,2.365200602129416,2784,New York,Waterfront,Condo,Semi-Furnished,1932000.0
2878,4,2.0,1,48,3.773237399496934,4.564712916535914,5.670165619080353,4.499684053111373,0.6779888066808641,300,Chicago,Eastside,Single-Family,Semi-Furnished,479300.0
2597,5,2.5,1,31,3.1487271862651918,2.34280006903627,2.160208046616921,2.181832862357286,1.3217916245500605,5018,Miami,Waterfront,Townhouse,Unfurnished,900900.0
843,1,1.0,1,43,9.82902604985647,2.14978565860667,6.317194381109069,1.287662564205896,0.7746473866597664,7647,Miami,Downtown,Penthouse,Unfurnished,902400.0
1518,3,1.0,1,18,2.3623610307400096,0.7643797506372062,6.810202561935564,4.200454994090001,0.6165649196816906,3353,Houston,Westside,Townhouse,Unfurnished,266200.0
1901,3,1.0,0,2,5.7418918962261625,1.5689195684138046,4.867443480081214,5.7749400723991835,1.9509430060528308,2916,New York,Westside,Apartment,Unfurnished,758100.0
2040,4,1.5,2,59,5.400642537134895,0.7025666796770144,7.435808132138893,4.660894803514219,0.5278947815988546,8069,Los Angeles,Westside,Penthouse,Unfurnished,1195500.0
2596,5,2.0,1,34,4.88015166572061,4.653245152709495,6.306995357329492,0.6600742921740903,0.7183904339646378,5754,Chicago,Downtown,Condo,Unfurnished,667500.0
2242,3,1.0,2,28,8.255870828613677,0.776740710280009,4.844088073610952,7.158571828453503,0.6863339069078154,9260,Miami,Eastside,Condo,Semi-Furnished,656700.0
1031,2,1.0,2,74,7.962802306500127,3.35676754847156,7.268094779043975,2.165389518745818,3.064993409627734,4821,Los Angeles,Westside,Penthouse,Unfurnished,858400.0
2404,4,1.0,0,69,9.241799388239523,1.1478567733484377,4.8827961458762035,2.926560703458584,0.2802255152417011,4953,Los Angeles,Westside,Apartment,Fully Furnished,1063600.0
2588,5,2.0,3,44,5.163900209495377,3.74490524181984,4.265290793231253,1.8886081442338054,0.7206284220082664,7389,Los Angeles,Downtown,Penthouse,Unfurnished,1739200.0
2547,4,2.0,2,26,6.5134362234356775,2.7213141201969258,2.9788150552066015,6.484976395327944,3.2821417636543577,4202,Los Angeles,Suburbs,Penthouse,Unfurnished,1165600.0
2964,5,2.0,1,68,9.138456378736965,1.927357232756276,7.086333978636674,1.5943318627612313,0.023134121077738753,4994,Houston,Waterfront,Penthouse,Semi-Furnished,2472300.0
2767,5,2.5,1,34,9.950784502843074,3.912291798604026,1.1572719328080083,3.448108365614997,4.430935565709913,300,Miami,Waterfront,Single-Family,Semi-Furnished,1996700.0
2467,5,2.0,1,18,9.75435489892284,1.880824766030857,3.8933211708961597,5.694650252629919,3.437473957866135,7975,Los Angeles,Downtown,Condo,Unfurnished,1578300.0
2043,3,1.0,1,16,7.742750970149873,6.028547086942696,4.391823988625171,2.428652179476519,0.8115359226911213,5281,Los Angeles,Westside,Condo,Unfurnished,967100.0
771,2,1.0,1,34,3.1458204624814368,4.577465315629246,4.52704303280426,5.63177565957108,1.5877550340878037,4285,New York,Eastside,Apartment,Fully Furnished,260400.0
2443,3,1.0,0,76,2.1854880943442128,2.7227160580383525,5.284740677784897,4.441453945750007,7.0769475052385555,6314,Miami,Uptown,Condo,Semi-Furnished,284100.0
2266,3,1.0,1,77,8.601746851223535,7.336225398973527,4.145205869179762,10.396867539750465,1.2143474954120905,2137,Chicago,Westside,Apartment,Semi-Furnished,523000.0
2317,4,1.5,1,29,8.727536195934604,6.178493955183038,2.203181551591431,9.641386945225328,0.1528808111519499,3397,Los Angeles,Uptown,Apartment,Unfurnished,1021200.0
1078,2,1.0,0,47,7.9708872661077566,2.656303538165755,6.884166289888099,11.917827709853613,2.8825392956536473,5606,Houston,Waterfront,Condo,Unfurnished,468500.0
1235,2,1.0,1,56,4.239387887993761,0.24816028213724617,5.3286975571171205,6.5824849291026455,0.21606819044020353,4588,Los Angeles,Eastside,Penthouse,Fully Furnished,668100.0
2942,5,2.0,1,16,7.118542876788213,2.921458189461659,6.893864946940388,7.117066575911826,0.4461373815703674,5393,Los Angeles,Downtown,Penthouse,Fully Furnished,2883200.0
2068,5,1.0,1,14,4.529987534522194,1.5361621625309805,2.3531392296469384,11.386427253330927,3.1014515193562,4998,Los Angeles,Eastside,Single-Family,Fully Furnished,902800.0
2645,4,1.5,0,13,5.6051859688073975,2.7187102161803303,5.169043780242009,5.0953104689064626,0.4436302622133395,5761,Miami,Westside,Apartment,Fully Furnished,781400.0
2122,4,1.5,2,13,5.059480679844084,3.6457990339382262,5.770555211595882,6.890350871844211,2.0502431603507723,1858,Miami,Downtown,Townhouse,Fully Furnished,1002900.0
2123,3,1.5,1,44,9.309120694320445,3.6231400594527634,3.19056025086914,4.859483200842948,0.8904243685553099,7056,Los Angeles,Westside,Townhouse,Unfurnished,967500.0
2850,5,1.5,0,37,3.8732586459510046,3.9178964060420394,6.53550412201383,6.777398117828068,2.1391062637712643,3532,Houston,Westside,Condo,Unfurnished,315100.0
1687,3,1.5,1,62,6.620887236590002,3.9800297052008315,0.21956844376991447,1.4288139739517036,0.3966364551636332,4615,Chicago,Eastside,Condo,Semi-Furnished,402600.0
2176,4,1.5,1,74,4.887852232270873,0.4050436156192671,4.840374051670929,9.51363207345291,0.8159675414621586,3298,New York,Westside,Townhouse,Semi-Furnished,819000.0
1730,4,1.5,0,10,7.304568895313806,0.7449304000660536,4.985834068746618,11.830719395434006,0.5744433239622532,3925,Chicago,Uptown,Single-Family,Semi-Furnished,979900.0
1752,4,2.0,1,47,6.5165051294198,3.4850043123100196,4.363976125701356,1.25601462805487,0.4296124100816523,4958,Houston,Downtown,Apartment,Unfurnished,423600.0
1852,3,1.0,2,25,9.391821450927523,1.8358895928977388,5.114378197971706,9.711956897661954,0.5662567111669999,5970,Houston,Waterfront,Apartment,Semi-Furnished,781100.0
2277,3,1.0,2,66,2.8128972136097055,5.036742775784981,1.5043694847815077,3.2799502056928875,0.5851087246367378,6302,Chicago,Suburbs,Condo,Semi-Furnished,246200.0
1717,3,1.0,1,24,3.7651267180541073,0.46699702204661847,5.541295558058531,2.771791112685285,4.664298911957527,5365,Chicago,Uptown,Condo,Fully Furnished,395800.0
3104,6,2.0,2,60,8.130783710648448,0.7441106442390415,2.8191539101259893,8.47375958014475,1.1428790408611935,3308,Los Angeles,Waterfront,Penthouse,Fully Furnished,3771700.0
1384,2,1.0,1,25,4.950294719158747,2.8612401197210597,3.726019192092159,1.0075208584006896,0.9299905917777678,5238,Chicago,Downtown,Single-Family,Semi-Furnished,579500.0
1950,4,1.0,2,33,3.3262702898297913,2.4312551874756494,2.7982530391708957,5.827252493402145,1.0497096661890748,4980,Chicago,Suburbs,Apartment,Fully Furnished,279100.0
1748,4,1.5,0,8,6.026570073963102,1.084256174810439,3.8967023872959863,0.5166113580261953,8.332129528658642,4618,Los Angeles,Suburbs,Penthouse,Semi-Furnished,661300.0
3257,6,2.0,1,39,7.21713649289109,1.8369001541351644,5.048239966791632,6.87553132943445,1.5901944755940272,5568,Houston,Downtown,Townhouse,Fully Furnished,811700.0
2257,3,1.0,1,74,2.3586137132279887,0.12462721898825127,6.739079072985298,5.813939178913667,1.823494511211344,1948,Miami,Uptown,Penthouse,Unfurnished,663500.0
2925,4,1.5,1,6,4.332975114939558,0.13209504046014278,3.9707934495937236,11.028049976827734,0.5644898013862082,446,Los Angeles,Eastside,Townhouse,Unfurnished,847500.0
911,2,1.0,2,29,8.475380301568343,0.3490888753555784,2.7211458553081056,8.783126882020776,0.9566757435634621,6879,Chicago,Eastside,Townhouse,Unfurnished,340900.0
2313,4,1.5,1,65,6.161956532881554,3.0096239806330565,4.005946655617998,1.9490709766078245,0.30513159212859264,4237,New York,Westside,Apartment,Semi-Furnished,816400.0
